,class_names,file_names,file_paths,labels
749,air_conditioner,57320-0-0-13,./data/fold1/57320-0-0-13.wav,0
750,drilling,147764-4-0-0,./data/fold1/147764-4-0-0.wav,4
751,dog_bark,164312-3-1-0,./data/fold1/164312-3-1-0.wav,3
752,children_playing,196087-2-0-0,./data/fold1/196087-2-0-0.wav,2
753,children_playing,97317-2-0-34,./data/fold1/97317-2-0-34.wav,2
754,gun_shot,46656-6-1-0,./data/fold1/46656-6-1-0.wav,6
755,air_conditioner,134717-0-0-15,./data/fold1/134717-0-0-15.wav,0
756,engine_idling,146186-5-0-2,./data/fold1/146186-5-0-2.wav,5
757,children_playing,135776-2-0-85,./data/fold1/135776-2-0-85.wav,2
758,dog_bark,102842-3-1-6,./data/fold1/102842-3-1-6.wav,3
759,jackhammer,180937-7-2-9,./data/fold1/180937-7-2-9.wav,7
760,drilling,22962-4-0-0,./data/fold1/22962-4-0-0.wav,4
761,air_conditioner,50901-0-0-0,./data/fold1/50901-0-0-0.wav,0
762,street_music,155202-9-0-126,./data/fold1/155202-9-0-126.wav,9
763,drilling,55020-4-0-5,./data/fold1/55020-4-0-5.wav,4
764,siren,157867-8-0-23,./data/fold1/157867-8-0-23.wav,8
765,air_conditioner,151977-0-0-10,./data/fold1/151977-0-0-10.wav,0
766,engine_idling,176787-5-0-6,./data/fold1/176787-5-0-6.wav,5
767,drilling,57584-4-0-7,./data/fold1/57584-4-0-7.wav,4
768,street_music,139951-9-0-29,./data/fold1/139951-9-0-29.wav,9
769,gun_shot,46656-6-5-0,./data/fold1/46656-6-5-0.wav,6
770,car_horn,176638-1-0-0,./data/fold1/176638-1-0-0.wav,1
771,jackhammer,180937-7-3-31,./data/fold1/180937-7-3-31.wav,7
772,siren,118279-8-0-7,./data/fold1/118279-8-0-7.wav,8
773,street_music,108041-9-0-7,./data/fold1/108041-9-0-7.wav,9
774,drilling,147764-4-4-0,./data/fold1/147764-4-4-0.wav,4
775,children_playing,193698-2-0-140,./data/fold1/193698-2-0-140.wav,2
776,jackhammer,180937-7-3-19,./data/fold1/180937-7-3-19.wav,7
777,jackhammer,180937-7-4-10,./data/fold1/180937-7-4-10.wav,7
778,drilling,46669-4-0-31,./data/fold1/46669-4-0-31.wav,4
779,children_playing,165067-2-0-35,./data/fold1/165067-2-0-35.wav,2
780,siren,118279-8-0-12,./data/fold1/118279-8-0-12.wav,8
781,children_playing,105415-2-0-4,./data/fold1/105415-2-0-4.wav,2
782,air_conditioner,59277-0-0-5,./data/fold1/59277-0-0-5.wav,0
783,air_conditioner,59277-0-0-4,./data/fold1/59277-0-0-4.wav,0
784,dog_bark,31323-3-0-1,./data/fold1/31323-3-0-1.wav,3
785,street_music,161702-9-0-45,./data/fold1/161702-9-0-45.wav,9
786,siren,118279-8-0-13,./data/fold1/118279-8-0-13.wav,8
787,street_music,191431-9-0-26,./data/fold1/191431-9-0-26.wav,9
788,drilling,46669-4-0-24,./data/fold1/46669-4-0-24.wav,4
789,street_music,194732-9-0-163,./data/fold1/194732-9-0-163.wav,9
790,drilling,46669-4-0-30,./data/fold1/46669-4-0-30.wav,4
791,jackhammer,180937-7-3-18,./data/fold1/180937-7-3-18.wav,7
792,jackhammer,180937-7-4-11,./data/fold1/180937-7-4-11.wav,7
793,jackhammer,180937-7-3-24,./data/fold1/180937-7-3-24.wav,7
794,children_playing,138031-2-0-2,./data/fold1/138031-2-0-2.wav,2
795,street_music,108041-9-0-6,./data/fold1/108041-9-0-6.wav,9
796,drilling,147764-4-4-1,./data/fold1/147764-4-4-1.wav,4
797,siren,118279-8-0-6,./data/fold1/118279-8-0-6.wav,8
798,jackhammer,180937-7-3-30,./data/fold1/180937-7-3-30.wav,7
799,dog_bark,101415-3-0-8,./data/fold1/101415-3-0-8.wav,3
800,air_conditioner,177621-0-0-0,./data/fold1/177621-0-0-0.wav,0
801,drilling,57584-4-0-6,./data/fold1/57584-4-0-6.wav,4
802,street_music,155202-9-0-6,./data/fold1/155202-9-0-6.wav,9
803,air_conditioner,151977-0-0-11,./data/fold1/151977-0-0-11.wav,0
804,engine_idling,176787-5-0-7,./data/fold1/176787-5-0-7.wav,5
805,siren,157867-8-0-22,./data/fold1/157867-8-0-22.wav,8
806,drilling,55020-4-0-4,./data/fold1/55020-4-0-4.wav,4
807,drilling,22962-4-0-1,./data/fold1/22962-4-0-1.wav,4
808,air_conditioner,177621-0-0-27,./data/fold1/177621-0-0-27.wav,0
809,jackhammer,180937-7-2-8,./data/fold1/180937-7-2-8.wav,7
810,air_conditioner,134717-0-0-28,./data/fold1/134717-0-0-28.wav,0
811,children_playing,135776-2-0-90,./data/fold1/135776-2-0-90.wav,2
812,children_playing,176714-2-0-23,./data/fold1/176714-2-0-23.wav,2
813,engine_idling,146186-5-0-3,./data/fold1/146186-5-0-3.wav,5
814,air_conditioner,134717-0-0-14,./data/fold1/134717-0-0-14.wav,0
815,children_playing,138031-2-0-28,./data/fold1/138031-2-0-28.wav,2
816,children_playing,97317-2-0-25,./data/fold1/97317-2-0-25.wav,2
817,air_conditioner,134717-0-0-16,./data/fold1/134717-0-0-16.wav,0
818,engine_idling,146186-5-0-1,./data/fold1/146186-5-0-1.wav,5
819,dog_bark,102842-3-1-5,./data/fold1/102842-3-1-5.wav,3
820,air_conditioner,177621-0-0-31,./data/fold1/177621-0-0-31.wav,0
821,siren,157867-8-0-20,./data/fold1/157867-8-0-20.wav,8
822,drilling,55020-4-0-6,./data/fold1/55020-4-0-6.wav,4
823,gun_shot,76093-6-1-0,./data/fold1/76093-6-1-0.wav,6
824,engine_idling,176787-5-0-5,./data/fold1/176787-5-0-5.wav,5
825,air_conditioner,151977-0-0-13,./data/fold1/151977-0-0-13.wav,0
826,drilling,57584-4-0-4,./data/fold1/57584-4-0-4.wav,4
827,dog_bark,125791-3-0-15,./data/fold1/125791-3-0-15.wav,3
828,engine_idling,113205-5-1-8,./data/fold1/113205-5-1-8.wav,5
829,air_conditioner,177621-0-0-2,./data/fold1/177621-0-0-2.wav,0
830,street_music,108041-9-0-4,./data/fold1/108041-9-0-4.wav,9
831,jackhammer,180937-7-3-26,./data/fold1/180937-7-3-26.wav,7
832,jackhammer,180937-7-3-32,./data/fold1/180937-7-3-32.wav,7
833,siren,118279-8-0-4,./data/fold1/118279-8-0-4.wav,8
834,jackhammer,180937-7-4-13,./data/fold1/180937-7-4-13.wav,7
835,drilling,46669-4-0-26,./data/fold1/46669-4-0-26.wav,4
836,street_music,194732-9-0-175,./data/fold1/194732-9-0-175.wav,9
837,drilling,46669-4-0-32,./data/fold1/46669-4-0-32.wav,4
838,car_horn,156194-1-0-0,./data/fold1/156194-1-0-0.wav,1
839,street_music,191431-9-0-30,./data/fold1/191431-9-0-30.wav,9
840,dog_bark,7383-3-1-0,./data/fold1/7383-3-1-0.wav,3
841,siren,118279-8-0-11,./data/fold1/118279-8-0-11.wav,8
842,air_conditioner,59277-0-0-6,./data/fold1/59277-0-0-6.wav,0
843,street_music,132016-9-0-20,./data/fold1/132016-9-0-20.wav,9
844,car_horn,87275-1-5-0,./data/fold1/87275-1-5-0.wav,1
845,children_playing,105415-2-0-6,./data/fold1/105415-2-0-6.wav,2
846,children_playing,97317-2-0-5,./data/fold1/97317-2-0-5.wav,2
847,air_conditioner,59277-0-0-7,./data/fold1/59277-0-0-7.wav,0
848,dog_bark,31323-3-0-2,./data/fold1/31323-3-0-2.wav,3
849,siren,118279-8-0-10,./data/fold1/118279-8-0-10.wav,8
850,drilling,147764-4-6-0,./data/fold1/147764-4-6-0.wav,4
851,street_music,132016-9-0-6,./data/fold1/132016-9-0-6.wav,9
852,drilling,46669-4-0-33,./data/fold1/46669-4-0-33.wav,4
853,jackhammer,180937-7-4-12,./data/fold1/180937-7-4-12.wav,7
854,siren,118279-8-0-5,./data/fold1/118279-8-0-5.wav,8
855,jackhammer,180937-7-3-33,./data/fold1/180937-7-3-33.wav,7
856,drilling,147764-4-4-2,./data/fold1/147764-4-4-2.wav,4
857,jackhammer,180937-7-3-27,./data/fold1/180937-7-3-27.wav,7
858,street_music,108041-9-0-5,./data/fold1/108041-9-0-5.wav,9
859,street_music,139951-9-0-17,./data/fold1/139951-9-0-17.wav,9
860,engine_idling,113205-5-1-9,./data/fold1/113205-5-1-9.wav,5
861,street_music,69304-9-0-0,./data/fold1/69304-9-0-0.wav,9
862,drilling,57584-4-0-5,./data/fold1/57584-4-0-5.wav,4
863,engine_idling,176787-5-0-4,./data/fold1/176787-5-0-4.wav,5
864,air_conditioner,151977-0-0-12,./data/fold1/151977-0-0-12.wav,0
865,drilling,55020-4-0-7,./data/fold1/55020-4-0-7.wav,4
866,siren,157867-8-0-21,./data/fold1/157867-8-0-21.wav,8
867,street_music,155202-9-0-124,./data/fold1/155202-9-0-124.wav,9
868,drilling,22962-4-0-2,./data/fold1/22962-4-0-2.wav,4
869,dog_bark,89212-3-0-0,./data/fold1/89212-3-0-0.wav,3
870,air_conditioner,57320-0-0-15,./data/fold1/57320-0-0-15.wav,0
871,engine_idling,146186-5-0-0,./data/fold1/146186-5-0-0.wav,5
872,children_playing,135776-2-0-50,./data/fold1/135776-2-0-50.wav,2
873,jackhammer,203929-7-5-1,./data/fold2/203929-7-5-1.wav,7
874,street_music,196384-9-0-2,./data/fold2/196384-9-0-2.wav,9
875,jackhammer,169098-7-4-6,./data/fold2/169098-7-4-6.wav,7
876,siren,123688-8-0-4,./data/fold2/123688-8-0-4.wav,8
877,dog_bark,174994-3-0-0,./data/fold2/174994-3-0-0.wav,3
878,dog_bark,18453-3-0-0,./data/fold2/18453-3-0-0.wav,3
879,children_playing,109703-2-0-134,./data/fold2/109703-2-0-134.wav,2
880,air_conditioner,147926-0-0-44,./data/fold2/147926-0-0-44.wav,0
881,siren,123688-8-0-13,./data/fold2/123688-8-0-13.wav,8
882,jackhammer,203929-7-7-3,./data/fold2/203929-7-7-3.wav,7
883,air_conditioner,147926-0-0-50,./data/fold2/147926-0-0-50.wav,0
884,jackhammer,169098-7-4-11,./data/fold2/169098-7-4-11.wav,7
885,street_music,98202-9-0-10,./data/fold2/98202-9-0-10.wav,9
886,jackhammer,156893-7-6-0,./data/fold2/156893-7-6-0.wav,7
887,air_conditioner,189023-0-0-0,./data/fold2/189023-0-0-0.wav,0
888,jackhammer,203929-7-6-10,./data/fold2/203929-7-6-10.wav,7
889,street_music,96475-9-0-5,./data/fold2/96475-9-0-5.wav,9
890,siren,159747-8-0-17,./data/fold2/159747-8-0-17.wav,8
891,jackhammer,169098-7-0-2,./data/fold2/169098-7-0-2.wav,7
892,engine_idling,201652-5-4-9,./data/fold2/201652-5-4-9.wav,5
893,children_playing,160011-2-0-9,./data/fold2/160011-2-0-9.wav,2
894,engine_idling,106015-5-0-0,./data/fold2/106015-5-0-0.wav,5
895,dog_bark,23131-3-0-0,./data/fold2/23131-3-0-0.wav,3
896,jackhammer,165775-7-1-0,./data/fold2/165775-7-1-0.wav,7
897,street_music,74458-9-2-18,./data/fold2/74458-9-2-18.wav,9
898,children_playing,158597-2-0-41,./data/fold2/158597-2-0-41.wav,2
899,car_horn,72567-1-4-0,./data/fold2/72567-1-4-0.wav,1
900,children_playing,182739-2-0-24,./data/fold2/182739-2-0-24.wav,2
901,jackhammer,169098-7-2-0,./data/fold2/169098-7-2-0.wav,7
902,siren,102871-8-0-9,./data/fold2/102871-8-0-9.wav,8
903,air_conditioner,74507-0-0-12,./data/fold2/74507-0-0-12.wav,0
904,drilling,77751-4-6-0,./data/fold2/77751-4-6-0.wav,4
905,siren,159750-8-0-6,./data/fold2/159750-8-0-6.wav,8
906,children_playing,172593-2-0-29,./data/fold2/172593-2-0-29.wav,2
907,drilling,180126-4-4-2,./data/fold2/180126-4-4-2.wav,4
908,children_playing,172593-2-0-28,./data/fold2/172593-2-0-28.wav,2
909,street_music,14387-9-0-12,./data/fold2/14387-9-0-12.wav,9
910,dog_bark,112195-3-0-38,./data/fold2/112195-3-0-38.wav,3
911,siren,159750-8-0-7,./data/fold2/159750-8-0-7.wav,8
912,children_playing,60591-2-0-2,./data/fold2/60591-2-0-2.wav,2
913,children_playing,172593-2-0-14,./data/fold2/172593-2-0-14.wav,2
914,siren,102871-8-0-8,./data/fold2/102871-8-0-8.wav,8
915,air_conditioner,74507-0-0-13,./data/fold2/74507-0-0-13.wav,0
916,children_playing,155219-2-0-57,./data/fold2/155219-2-0-57.wav,2
917,car_horn,72567-1-4-1,./data/fold2/72567-1-4-1.wav,1
918,engine_idling,106015-5-0-1,./data/fold2/106015-5-0-1.wav,5
919,engine_idling,201652-5-4-8,./data/fold2/201652-5-4-8.wav,5
920,jackhammer,169098-7-0-3,./data/fold2/169098-7-0-3.wav,7
921,siren,159747-8-0-16,./data/fold2/159747-8-0-16.wav,8
922,air_conditioner,189023-0-0-1,./data/fold2/189023-0-0-1.wav,0
923,street_music,96475-9-0-4,./data/fold2/96475-9-0-4.wav,9
924,jackhammer,203929-7-6-11,./data/fold2/203929-7-6-11.wav,7
925,jackhammer,169098-7-4-10,./data/fold2/169098-7-4-10.wav,7
926,gun_shot,197320-6-3-0,./data/fold2/197320-6-3-0.wav,6
927,dog_bark,4911-3-0-0,./data/fold2/4911-3-0-0.wav,3
928,jackhammer,203929-7-7-2,./data/fold2/203929-7-7-2.wav,7
929,siren,123688-8-0-12,./data/fold2/123688-8-0-12.wav,8
930,street_music,149370-9-0-32,./data/fold2/149370-9-0-32.wav,9
931,dog_bark,203128-3-3-0,./data/fold2/203128-3-3-0.wav,3
932,street_music,96169-9-1-55,./data/fold2/96169-9-1-55.wav,9
933,street_music,93193-9-0-4,./data/fold2/93193-9-0-4.wav,9
934,dog_bark,174994-3-0-1,./data/fold2/174994-3-0-1.wav,3
935,siren,123688-8-0-5,./data/fold2/123688-8-0-5.wav,8
936,jackhammer,169098-7-4-7,./data/fold2/169098-7-4-7.wav,7
937,drilling,34621-4-13-0,./data/fold2/34621-4-13-0.wav,4
938,jackhammer,203929-7-5-0,./data/fold2/203929-7-5-0.wav,7
939,car_horn,72567-1-2-5,./data/fold2/72567-1-2-5.wav,1
940,street_music,194841-9-0-48,./data/fold2/194841-9-0-48.wav,9
941,dog_bark,69883-3-0-5,./data/fold2/69883-3-0-5.wav,3
942,jackhammer,169098-7-4-5,./data/fold2/169098-7-4-5.wav,7
943,siren,123688-8-0-7,./data/fold2/123688-8-0-7.wav,8
944,drilling,76086-4-0-22,./data/fold2/76086-4-0-22.wav,4
945,drilling,76086-4-0-36,./data/fold2/76086-4-0-36.wav,4
946,gun_shot,197320-6-1-0,./data/fold2/197320-6-1-0.wav,6
947,siren,123688-8-0-10,./data/fold2/123688-8-0-10.wav,8
948,dog_bark,74495-3-0-1,./data/fold2/74495-3-0-1.wav,3
949,jackhammer,203929-7-7-0,./data/fold2/203929-7-7-0.wav,7
950,air_conditioner,146690-0-0-125,./data/fold2/146690-0-0-125.wav,0
951,drilling,34621-4-11-0,./data/fold2/34621-4-11-0.wav,4
952,dog_bark,203128-3-1-0,./data/fold2/203128-3-1-0.wav,3
953,street_music,96475-9-0-6,./data/fold2/96475-9-0-6.wav,9
954,air_conditioner,189023-0-0-3,./data/fold2/189023-0-0-3.wav,0
955,jackhammer,203929-7-1-6,./data/fold2/203929-7-1-6.wav,7
956,siren,159747-8-0-14,./data/fold2/159747-8-0-14.wav,8
957,engine_idling,177592-5-0-10,./data/fold2/177592-5-0-10.wav,5
958,engine_idling,106015-5-0-3,./data/fold2/106015-5-0-3.wav,5
959,air_conditioner,127872-0-0-0,./data/fold2/127872-0-0-0.wav,0
960,jackhammer,169098-7-0-1,./data/fold2/169098-7-0-1.wav,7
961,dog_bark,18581-3-0-5,./data/fold2/18581-3-0-5.wav,3
962,gun_shot,174293-6-1-0,./data/fold2/174293-6-1-0.wav,6
963,car_horn,72567-1-4-3,./data/fold2/72567-1-4-3.wav,1
964,engine_idling,106015-5-0-18,./data/fold2/106015-5-0-18.wav,5
965,street_music,74226-9-0-0,./data/fold2/74226-9-0-0.wav,9
966,air_conditioner,74507-0-0-11,./data/fold2/74507-0-0-11.wav,0
967,drilling,180126-4-4-1,./data/fold2/180126-4-4-1.wav,4
968,gun_shot,76091-6-4-0,./data/fold2/76091-6-4-0.wav,6
969,siren,159750-8-0-5,./data/fold2/159750-8-0-5.wav,8
970,siren,159750-8-0-4,./data/fold2/159750-8-0-4.wav,8
971,drilling,180126-4-4-0,./data/fold2/180126-4-4-0.wav,4
972,street_music,14387-9-0-11,./data/fold2/14387-9-0-11.wav,9
973,air_conditioner,74507-0-0-10,./data/fold2/74507-0-0-10.wav,0
974,dog_bark,23131-3-2-0,./data/fold2/23131-3-2-0.wav,3
975,children_playing,196078-2-0-0,./data/fold2/196078-2-0-0.wav,2
976,dog_bark,160092-3-0-0,./data/fold2/160092-3-0-0.wav,3
977,engine_idling,106015-5-0-19,./data/fold2/106015-5-0-19.wav,5
978,car_horn,72567-1-4-2,./data/fold2/72567-1-4-2.wav,1
979,jackhammer,203929-7-3-5,./data/fold2/203929-7-3-5.wav,7
980,children_playing,158597-2-0-57,./data/fold2/158597-2-0-57.wav,2
981,drilling,77751-4-4-0,./data/fold2/77751-4-4-0.wav,4
982,jackhammer,169098-7-0-0,./data/fold2/169098-7-0-0.wav,7
983,engine_idling,106015-5-0-2,./data/fold2/106015-5-0-2.wav,5
984,drilling,34621-4-4-0,./data/fold2/34621-4-4-0.wav,4
985,siren,159747-8-0-15,./data/fold2/159747-8-0-15.wav,8
986,jackhammer,203929-7-1-7,./data/fold2/203929-7-1-7.wav,7
987,air_conditioner,189023-0-0-2,./data/fold2/189023-0-0-2.wav,0
988,siren,123688-8-2-4,./data/fold2/123688-8-2-4.wav,8
989,dog_bark,74495-3-0-0,./data/fold2/74495-3-0-0.wav,3
990,siren,123688-8-0-11,./data/fold2/123688-8-0-11.wav,8
991,children_playing,174906-2-0-6,./data/fold2/174906-2-0-6.wav,2
992,street_music,149254-9-0-42,./data/fold2/149254-9-0-42.wav,9
993,street_music,149254-9-0-56,./data/fold2/149254-9-0-56.wav,9
994,air_conditioner,147926-0-0-52,./data/fold2/147926-0-0-52.wav,0
995,jackhammer,156893-7-4-0,./data/fold2/156893-7-4-0.wav,7
996,children_playing,178521-2-0-18,./data/fold2/178521-2-0-18.wav,2
997,air_conditioner,146690-0-0-35,./data/fold2/146690-0-0-35.wav,0
998,street_music,149370-9-0-19,./data/fold2/149370-9-0-19.wav,9
999,dog_bark,174994-3-0-2,./data/fold2/174994-3-0-2.wav,3
1000,siren,123688-8-0-6,./data/fold2/123688-8-0-6.wav,8
1001,jackhammer,169098-7-4-4,./data/fold2/169098-7-4-4.wav,7
1002,drilling,76086-4-0-23,./data/fold2/76086-4-0-23.wav,4
1003,car_horn,72567-1-2-4,./data/fold2/72567-1-2-4.wav,1
1004,drilling,76086-4-0-27,./data/fold2/76086-4-0-27.wav,4
1005,jackhammer,169098-7-4-0,./data/fold2/169098-7-4-0.wav,7
1006,siren,123688-8-0-2,./data/fold2/123688-8-0-2.wav,8
1007,drilling,34621-4-0-0,./data/fold2/34621-4-0-0.wav,4
1008,car_horn,72567-1-2-0,./data/fold2/72567-1-2-0.wav,1
1009,air_conditioner,189023-0-0-12,./data/fold2/189023-0-0-12.wav,0
1010,gun_shot,145608-6-3-0,./data/fold2/145608-6-3-0.wav,6
1011,car_horn,162541-1-1-0,./data/fold2/162541-1-1-0.wav,1
1012,jackhammer,203929-7-5-7,./data/fold2/203929-7-5-7.wav,7
1013,drilling,77751-4-0-0,./data/fold2/77751-4-0-0.wav,4
1014,street_music,149370-9-0-21,./data/fold2/149370-9-0-21.wav,9
1015,air_conditioner,146690-0-0-25,./data/fold2/146690-0-0-25.wav,0
1016,street_music,74226-9-0-21,./data/fold2/74226-9-0-21.wav,9
1017,dog_bark,147672-3-1-0,./data/fold2/147672-3-1-0.wav,3
1018,siren,159747-8-0-8,./data/fold2/159747-8-0-8.wav,8
1019,siren,123688-8-2-0,./data/fold2/123688-8-2-0.wav,8
1020,children_playing,155219-2-0-0,./data/fold2/155219-2-0-0.wav,2
1021,dog_bark,179096-3-0-9,./data/fold2/179096-3-0-9.wav,3
1022,air_conditioner,147926-0-0-42,./data/fold2/147926-0-0-42.wav,0
1023,siren,123688-8-0-15,./data/fold2/123688-8-0-15.wav,8
1024,drilling,180126-4-0-0,./data/fold2/180126-4-0-0.wav,4
1025,air_conditioner,189023-0-0-6,./data/fold2/189023-0-0-6.wav,0
1026,street_music,96475-9-0-3,./data/fold2/96475-9-0-3.wav,9
1027,children_playing,160011-2-0-34,./data/fold2/160011-2-0-34.wav,2
1028,engine_idling,106015-5-0-6,./data/fold2/106015-5-0-6.wav,5
1029,jackhammer,169098-7-0-4,./data/fold2/169098-7-0-4.wav,7
1030,children_playing,196067-2-0-0,./data/fold2/196067-2-0-0.wav,2
1031,jackhammer,203929-7-1-3,./data/fold2/203929-7-1-3.wav,7
1032,siren,159747-8-0-11,./data/fold2/159747-8-0-11.wav,8
1033,jackhammer,156893-7-0-0,./data/fold2/156893-7-0-0.wav,7
1034,street_music,79377-9-0-10,./data/fold2/79377-9-0-10.wav,9
1035,air_conditioner,56385-0-0-0,./data/fold2/56385-0-0-0.wav,0
1036,dog_bark,18581-3-0-0,./data/fold2/18581-3-0-0.wav,3
1037,jackhammer,203929-7-3-1,./data/fold2/203929-7-3-1.wav,7
1038,car_horn,72567-1-4-6,./data/fold2/72567-1-4-6.wav,1
1039,dog_bark,100652-3-0-3,./data/fold2/100652-3-0-3.wav,3
1040,street_music,14387-9-0-15,./data/fold2/14387-9-0-15.wav,9
1041,car_horn,179866-1-1-0,./data/fold2/179866-1-1-0.wav,1
1042,air_conditioner,74507-0-0-28,./data/fold2/74507-0-0-28.wav,0
1043,siren,159750-8-0-0,./data/fold2/159750-8-0-0.wav,8
1044,children_playing,172593-2-0-13,./data/fold2/172593-2-0-13.wav,2
1045,street_music,194841-9-0-164,./data/fold2/194841-9-0-164.wav,9
1046,air_conditioner,74507-0-0-14,./data/fold2/74507-0-0-14.wav,0
1047,air_conditioner,74507-0-0-15,./data/fold2/74507-0-0-15.wav,0
1048,siren,159750-8-0-1,./data/fold2/159750-8-0-1.wav,8
1049,gun_shot,197320-6-12-0,./data/fold2/197320-6-12-0.wav,6
1050,children_playing,60591-2-0-4,./data/fold2/60591-2-0-4.wav,2
1051,dog_bark,100652-3-0-2,./data/fold2/100652-3-0-2.wav,3
1052,car_horn,72567-1-4-7,./data/fold2/72567-1-4-7.wav,1
1053,engine_idling,106015-5-0-20,./data/fold2/106015-5-0-20.wav,5
1054,children_playing,155219-2-0-51,./data/fold2/155219-2-0-51.wav,2
1055,drilling,34621-4-15-0,./data/fold2/34621-4-15-0.wav,4
1056,children_playing,109703-2-0-48,./data/fold2/109703-2-0-48.wav,2
1057,air_conditioner,56385-0-0-1,./data/fold2/56385-0-0-1.wav,0
1058,dog_bark,4201-3-1-0,./data/fold2/4201-3-1-0.wav,3
1059,jackhammer,203929-7-4-12,./data/fold2/203929-7-4-12.wav,7
1060,siren,159747-8-0-10,./data/fold2/159747-8-0-10.wav,8
1061,jackhammer,203929-7-1-2,./data/fold2/203929-7-1-2.wav,7
1062,jackhammer,169098-7-0-5,./data/fold2/169098-7-0-5.wav,7
1063,children_playing,158597-2-0-85,./data/fold2/158597-2-0-85.wav,2
1064,gun_shot,197320-6-5-0,./data/fold2/197320-6-5-0.wav,6
1065,engine_idling,106015-5-0-7,./data/fold2/106015-5-0-7.wav,5
1066,car_horn,155234-1-0-0,./data/fold2/155234-1-0-0.wav,1
1067,street_music,196384-9-0-18,./data/fold2/196384-9-0-18.wav,9
1068,car_horn,94401-1-0-0,./data/fold2/94401-1-0-0.wav,1
1069,engine_idling,94710-5-1-0,./data/fold2/94710-5-1-0.wav,5
1070,air_conditioner,189023-0-0-7,./data/fold2/189023-0-0-7.wav,0
1071,gun_shot,76091-6-0-0,./data/fold2/76091-6-0-0.wav,6
1072,jackhammer,203929-7-7-4,./data/fold2/203929-7-7-4.wav,7
1073,siren,123688-8-0-14,./data/fold2/123688-8-0-14.wav,8
1074,gun_shot,149177-6-0-0,./data/fold2/149177-6-0-0.wav,6
1075,siren,123688-8-2-1,./data/fold2/123688-8-2-1.wav,8
1076,siren,159747-8-0-9,./data/fold2/159747-8-0-9.wav,8
1077,children_playing,155219-2-0-1,./data/fold2/155219-2-0-1.wav,2
1078,air_conditioner,146690-0-0-18,./data/fold2/146690-0-0-18.wav,0
1079,drilling,77751-4-0-1,./data/fold2/77751-4-0-1.wav,4
1080,jackhammer,203929-7-5-6,./data/fold2/203929-7-5-6.wav,7
1081,street_music,168713-9-0-38,./data/fold2/168713-9-0-38.wav,9
1082,air_conditioner,189023-0-0-13,./data/fold2/189023-0-0-13.wav,0
1083,car_horn,72567-1-2-1,./data/fold2/72567-1-2-1.wav,1
1084,drilling,76086-4-0-32,./data/fold2/76086-4-0-32.wav,4
1085,siren,123688-8-0-3,./data/fold2/123688-8-0-3.wav,8
1086,children_playing,192269-2-0-11,./data/fold2/192269-2-0-11.wav,2
1087,jackhammer,169098-7-4-1,./data/fold2/169098-7-4-1.wav,7
1088,dog_bark,89211-3-0-0,./data/fold2/89211-3-0-0.wav,3
1089,jackhammer,169098-7-4-3,./data/fold2/169098-7-4-3.wav,7
1090,siren,123688-8-0-1,./data/fold2/123688-8-0-1.wav,8
1091,drilling,76086-4-0-24,./data/fold2/76086-4-0-24.wav,4
1092,air_conditioner,74507-0-0-8,./data/fold2/74507-0-0-8.wav,0
1093,drilling,104817-4-0-9,./data/fold2/104817-4-0-9.wav,4
1094,car_horn,72567-1-2-3,./data/fold2/72567-1-2-3.wav,1
1095,air_conditioner,189023-0-0-11,./data/fold2/189023-0-0-11.wav,0
1096,drilling,76086-4-0-18,./data/fold2/76086-4-0-18.wav,4
1097,gun_shot,76091-6-2-0,./data/fold2/76091-6-2-0.wav,6
1098,street_music,149370-9-0-22,./data/fold2/149370-9-0-22.wav,9
1099,air_conditioner,146690-0-0-137,./data/fold2/146690-0-0-137.wav,0
1100,siren,123688-8-2-3,./data/fold2/123688-8-2-3.wav,8
1101,siren,123688-8-0-16,./data/fold2/123688-8-0-16.wav,8
1102,air_conditioner,147926-0-0-41,./data/fold2/147926-0-0-41.wav,0
1103,street_music,149254-9-0-51,./data/fold2/149254-9-0-51.wav,9
1104,car_horn,72567-1-0-1,./data/fold2/72567-1-0-1.wav,1
1105,street_music,96475-9-0-0,./data/fold2/96475-9-0-0.wav,9
1106,air_conditioner,189023-0-0-5,./data/fold2/189023-0-0-5.wav,0
1107,jackhammer,203929-7-9-9,./data/fold2/203929-7-9-9.wav,7
1108,jackhammer,169098-7-0-7,./data/fold2/169098-7-0-7.wav,7
1109,drilling,34621-4-17-0,./data/fold2/34621-4-17-0.wav,4
1110,engine_idling,106015-5-0-5,./data/fold2/106015-5-0-5.wav,5
1111,siren,159747-8-0-12,./data/fold2/159747-8-0-12.wav,8
1112,jackhammer,203929-7-1-0,./data/fold2/203929-7-1-0.wav,7
1113,street_music,79377-9-0-13,./data/fold2/79377-9-0-13.wav,9
1114,jackhammer,203929-7-4-10,./data/fold2/203929-7-4-10.wav,7
1115,gun_shot,197320-6-10-0,./data/fold2/197320-6-10-0.wav,6
1116,street_music,74226-9-0-6,./data/fold2/74226-9-0-6.wav,9
1117,gun_shot,197320-6-7-0,./data/fold2/197320-6-7-0.wav,6
1118,car_horn,72567-1-4-5,./data/fold2/72567-1-4-5.wav,1
1119,dog_bark,100652-3-0-0,./data/fold2/100652-3-0-0.wav,3
1120,children_playing,182739-2-0-35,./data/fold2/182739-2-0-35.wav,2
1121,jackhammer,203929-7-3-2,./data/fold2/203929-7-3-2.wav,7
